models,n_models,precision,recall,f1,accuracy,tp,fp,tn,fn
catboost+lgbm+lstm+tcn+xgb,5,0.565657,0.483951,0.521623,0.536876,784,602,883,836
tcn+xgb,2,0.565435,0.349383,0.431896,0.520451,566,435,1050,1054
lgbm+tcn,2,0.565388,0.354938,0.436102,0.521095,575,442,1043,1045
gru+tcn+xgb,3,0.565174,0.350617,0.432762,0.520451,568,437,1048,1052
catboost+lgbm+logreg+lstm+rf+tcn+cnn_lstm,7,0.565043,0.52284,0.543123,0.541063,847,652,833,773
catboost+cnn+lgbm+logreg+lstm+rf+tcn+xgb+cnn_lstm,9,0.564746,0.514198,0.538288,0.539775,833,642,843,787
lstm+tcn,2,0.564611,0.474691,0.515761,0.534944,769,593,892,851
gru+lstm+tcn,3,0.564611,0.474691,0.515761,0.534944,769,593,892,851
cnn+lgbm+logreg+lstm+xgb,5,0.564444,0.47037,0.513131,0.5343,762,588,897,858
cnn+lgbm+logreg+lstm+tcn+xgb,6,0.564444,0.47037,0.513131,0.5343,762,588,897,858
cnn+gru+lgbm+logreg+lstm+tcn+xgb,7,0.564349,0.470988,0.513459,0.5343,763,589,896,857
catboost+lstm+rf+tcn+cnn_lstm,5,0.564344,0.554938,0.559602,0.544283,899,694,791,721
cnn+lstm+rf,3,0.564306,0.482099,0.519973,0.535588,781,603,882,839
cnn+lstm+rf+tcn,4,0.564306,0.482099,0.519973,0.535588,781,603,882,839
cnn+gru+lstm+rf+tcn,5,0.564306,0.482099,0.519973,0.535588,781,603,882,839
catboost+cnn+lstm,3,0.564086,0.548765,0.55632,0.543317,889,687,798,731
catboost+cnn+lstm+tcn,4,0.564086,0.548765,0.55632,0.543317,889,687,798,731
catboost+cnn+gru+lstm+tcn,5,0.564086,0.548765,0.55632,0.543317,889,687,798,731
lstm+rf+tcn+xgb+cnn_lstm,5,0.56405,0.505556,0.533203,0.538164,819,633,852,801
catboost+cnn+lgbm+logreg+lstm,5,0.563859,0.512346,0.536869,0.538808,830,642,843,790
catboost+cnn+lgbm+logreg+lstm+tcn,6,0.563859,0.512346,0.536869,0.538808,830,642,843,790
catboost+cnn+gru+lgbm+logreg+lstm+tcn,7,0.563772,0.512963,0.537169,0.538808,831,643,842,789
catboost+lgbm+tcn+xgb+cnn_lstm,5,0.563722,0.516049,0.538833,0.53913,836,647,838,784
cnn+logreg+xgb+cnn_lstm,4,0.563681,0.423457,0.483609,0.52818,686,531,954,934
catboost+cnn+lgbm+lstm+rf+tcn+xgb,7,0.563556,0.473457,0.514592,0.533977,767,594,891,853
cnn+gru+logreg+xgb+cnn_lstm,5,0.563115,0.424074,0.483803,0.527858,687,533,952,933
cnn+gru+logreg+tcn+xgb+cnn_lstm,6,0.563115,0.424074,0.483803,0.527858,687,533,952,933
cnn+lgbm+logreg+cnn_lstm,4,0.563067,0.421605,0.482174,0.527536,683,530,955,937
catboost+logreg+cnn_lstm,3,0.563004,0.559877,0.561436,0.543639,907,704,781,713
catboost+logreg+tcn+cnn_lstm,4,0.563004,0.559877,0.561436,0.543639,907,704,781,713
cnn+gru+lgbm+logreg+cnn_lstm,5,0.562963,0.422222,0.48254,0.527536,684,531,954,936
cnn+gru+lgbm+logreg+tcn+cnn_lstm,6,0.562963,0.422222,0.48254,0.527536,684,531,954,936
cnn+lgbm+lstm,3,0.562591,0.47716,0.516366,0.533655,773,601,884,847
cnn+lgbm+lstm+tcn,4,0.562591,0.47716,0.516366,0.533655,773,601,884,847
cnn+gru+lgbm+lstm+tcn,5,0.562591,0.47716,0.516366,0.533655,773,601,884,847
catboost+cnn+lstm+rf+tcn+xgb+cnn_lstm,7,0.562581,0.538272,0.550158,0.540741,872,678,807,748
catboost+gru+logreg+tcn+cnn_lstm,5,0.562577,0.560494,0.561534,0.543317,908,706,779,712
cnn+lgbm+rf+tcn+xgb,5,0.56194,0.464815,0.508784,0.531723,753,587,898,867
catboost+lgbm+logreg+lstm+tcn+xgb+cnn_lstm,7,0.561924,0.526543,0.543658,0.538808,853,665,820,767
catboost+lgbm+lstm+tcn+cnn_lstm,5,0.561853,0.569136,0.565471,0.543639,922,719,766,698
logreg+rf+cnn_lstm,3,0.561699,0.514198,0.5369,0.537198,833,650,835,787
logreg+rf+tcn+cnn_lstm,4,0.561699,0.514198,0.5369,0.537198,833,650,835,787
catboost+lgbm+logreg+tcn+xgb,5,0.561589,0.523457,0.541853,0.538164,848,662,823,772
cnn+logreg+rf+xgb+cnn_lstm,5,0.561367,0.496914,0.527177,0.534944,805,629,856,815
cnn+logreg+rf+tcn+xgb+cnn_lstm,6,0.561367,0.496914,0.527177,0.534944,805,629,856,815
gru+logreg+rf+tcn+cnn_lstm,5,0.561238,0.514815,0.537025,0.536876,834,652,833,786
cnn+lgbm+xgb,3,0.561126,0.393827,0.462822,0.523027,638,499,986,982
cnn+lgbm+tcn+xgb,4,0.561126,0.393827,0.462822,0.523027,638,499,986,982
cnn+gru+lgbm+tcn+xgb,5,0.561018,0.394444,0.463211,0.523027,639,500,985,981
cnn+gru+logreg+rf+tcn+xgb+cnn_lstm,7,0.560891,0.497531,0.527314,0.534622,806,631,854,814
catboost+cnn+lgbm+logreg+lstm+rf+tcn,7,0.560881,0.534568,0.547408,0.538808,866,678,807,754
lgbm+logreg+lstm+rf+tcn,5,0.560811,0.512346,0.535484,0.536232,830,650,835,790
catboost+logreg+rf+tcn+cnn_lstm,5,0.560634,0.567901,0.564244,0.542351,920,721,764,700
catboost+cnn+lstm+rf+tcn,5,0.560433,0.575309,0.567773,0.542995,932,731,754,688
cnn+logreg+lstm+rf+cnn_lstm,5,0.560426,0.552469,0.556419,0.540419,895,702,783,725
cnn+logreg+lstm+rf+tcn+cnn_lstm,6,0.560426,0.552469,0.556419,0.540419,895,702,783,725
cnn+gru+logreg+lstm+rf+tcn+cnn_lstm,7,0.560426,0.552469,0.556419,0.540419,895,702,783,725
cnn+gru+logreg+cnn_lstm,4,0.560325,0.298148,0.389202,0.511755,483,379,1106,1137
catboost+cnn+logreg+rf+cnn_lstm,5,0.560288,0.527778,0.543547,0.53752,855,671,814,765
catboost+cnn+logreg+rf+tcn+cnn_lstm,6,0.560288,0.527778,0.543547,0.53752,855,671,814,765
cnn+lgbm+logreg+rf+cnn_lstm,5,0.560249,0.499383,0.528068,0.5343,809,635,850,811
cnn+lgbm+logreg+rf+tcn+cnn_lstm,6,0.560249,0.499383,0.528068,0.5343,809,635,850,811
cnn+gru+lgbm+logreg+rf+tcn+cnn_lstm,7,0.560166,0.5,0.528376,0.5343,810,636,849,810
catboost+cnn+lgbm+lstm+rf+tcn+cnn_lstm,7,0.559949,0.541975,0.550816,0.538808,878,690,795,742
catboost+cnn+gru+logreg+rf+tcn+cnn_lstm,7,0.559843,0.528395,0.543665,0.537198,856,673,812,764
catboost+cnn+lgbm+rf+tcn,5,0.559572,0.516049,0.53693,0.535588,836,658,827,784
catboost+lstm+tcn+xgb+cnn_lstm,5,0.559509,0.562963,0.561231,0.540741,912,718,767,708
cnn+lgbm+logreg+lstm+rf+tcn+xgb,7,0.559392,0.5,0.528031,0.533655,810,638,847,810
logreg+lstm+cnn_lstm,3,0.559261,0.57963,0.569263,0.542351,939,740,745,681
logreg+lstm+tcn+cnn_lstm,4,0.559261,0.57963,0.569263,0.542351,939,740,745,681
gru+logreg+lstm+tcn+cnn_lstm,5,0.559261,0.57963,0.569263,0.542351,939,740,745,681
logreg+rf+tcn+xgb+cnn_lstm,5,0.559119,0.548765,0.553894,0.538808,889,701,784,731
lgbm+rf+tcn,3,0.559038,0.473457,0.512701,0.530435,767,605,880,853
catboost+lgbm+logreg+lstm+tcn,5,0.558968,0.561728,0.560345,0.540097,910,718,767,710
lgbm+logreg+cnn_lstm,3,0.558904,0.503704,0.52987,0.533655,816,644,841,804
lgbm+logreg+tcn+cnn_lstm,4,0.558904,0.503704,0.52987,0.533655,816,644,841,804
gru+lgbm+logreg+tcn+cnn_lstm,5,0.558824,0.504321,0.530175,0.533655,817,645,840,803
lgbm+logreg+lstm+tcn+xgb,5,0.558511,0.518519,0.537772,0.534944,840,664,821,780
catboost+cnn+lgbm+lstm+tcn+xgb+cnn_lstm,7,0.558344,0.549383,0.553827,0.538164,890,704,781,730
catboost+cnn+logreg+lstm+cnn_lstm,5,0.55803,0.587654,0.572459,0.542029,952,754,731,668
catboost+cnn+logreg+lstm+tcn+cnn_lstm,6,0.55803,0.587654,0.572459,0.542029,952,754,731,668
catboost+cnn+gru+logreg+lstm+tcn+cnn_lstm,7,0.55803,0.587654,0.572459,0.542029,952,754,731,668
catboost+lstm+tcn,3,0.557959,0.620988,0.587788,0.545572,1006,797,688,614
lgbm+tcn+xgb,3,0.557949,0.46358,0.506406,0.528502,751,595,890,869
cnn+lgbm+lstm+rf+tcn,5,0.557915,0.535185,0.546314,0.536232,867,687,798,753
catboost+logreg+tcn+xgb+cnn_lstm,5,0.557726,0.581481,0.569356,0.541063,942,747,738,678
cnn+logreg+rf,3,0.557505,0.52963,0.54321,0.535266,858,681,804,762
cnn+logreg+rf+tcn,4,0.557505,0.52963,0.54321,0.535266,858,681,804,762
catboost+cnn+lgbm+logreg+lstm+tcn+xgb,7,0.557387,0.542593,0.549891,0.536554,879,698,787,741
catboost+cnn+logreg,3,0.557289,0.573457,0.565257,0.539775,929,738,747,691
catboost+cnn+logreg+tcn,4,0.557289,0.573457,0.565257,0.539775,929,738,747,691
catboost+cnn+logreg+xgb+cnn_lstm,5,0.557207,0.532099,0.544364,0.535266,862,685,800,758
catboost+cnn+logreg+tcn+xgb+cnn_lstm,6,0.557207,0.532099,0.544364,0.535266,862,685,800,758
catboost+lgbm+tcn,3,0.557178,0.565432,0.561275,0.538808,916,728,757,704
cnn+lstm+xgb,3,0.557143,0.481481,0.516556,0.529791,780,620,865,840
cnn+lstm+tcn+xgb,4,0.557143,0.481481,0.516556,0.529791,780,620,865,840
cnn+gru+lstm+tcn+xgb,5,0.557143,0.481481,0.516556,0.529791,780,620,865,840
cnn+gru+logreg+rf+tcn,5,0.557069,0.530247,0.543327,0.534944,859,683,802,761
catboost+cnn+gru+logreg+tcn,5,0.556886,0.574074,0.56535,0.539452,930,740,745,690
catboost+cnn+gru+logreg+tcn+xgb+cnn_lstm,7,0.556774,0.532716,0.544479,0.534944,863,687,798,757
catboost+cnn+lgbm+tcn+xgb,5,0.556714,0.52716,0.541535,0.5343,854,680,805,766
lstm+rf+tcn,3,0.556598,0.549383,0.552967,0.536554,890,709,776,730
cnn+logreg,2,0.556522,0.434568,0.488042,0.524316,704,561,924,916
catboost+cnn+logreg+rf+tcn+xgb+cnn_lstm,7,0.556457,0.550617,0.553522,0.536554,892,711,774,728
catboost+cnn+lgbm+logreg+cnn_lstm,5,0.556202,0.531481,0.543561,0.5343,861,687,798,759
catboost+cnn+lgbm+logreg+tcn+cnn_lstm,6,0.556202,0.531481,0.543561,0.5343,861,687,798,759
catboost+cnn+gru+lgbm+logreg+tcn+cnn_lstm,7,0.556129,0.532099,0.543849,0.5343,862,688,797,758
cnn+gru+logreg,3,0.555994,0.435185,0.488227,0.523994,705,563,922,915
cnn+gru+logreg+tcn,4,0.555994,0.435185,0.488227,0.523994,705,563,922,915
catboost+cnn+logreg+rf+tcn,5,0.55595,0.57963,0.567543,0.53913,939,750,735,681
cnn+lgbm+logreg+rf+tcn+xgb+cnn_lstm,7,0.555907,0.54321,0.549485,0.535266,880,703,782,740
catboost+cnn+lgbm+lstm+tcn,5,0.555425,0.584568,0.569624,0.53913,947,758,727,673
catboost+cnn+lstm+tcn+xgb,5,0.555425,0.584568,0.569624,0.53913,947,758,727,673
logreg+lstm+rf+tcn+cnn_lstm,5,0.554997,0.61358,0.58282,0.541707,994,797,688,626
logreg+xgb+cnn_lstm,3,0.554878,0.505556,0.52907,0.530435,819,657,828,801
logreg+tcn+xgb+cnn_lstm,4,0.554878,0.505556,0.52907,0.530435,819,657,828,801
cnn+lgbm+logreg+lstm+cnn_lstm,5,0.554855,0.54321,0.548971,0.5343,880,706,779,740
cnn+lgbm+logreg+lstm+tcn+cnn_lstm,6,0.554855,0.54321,0.548971,0.5343,880,706,779,740
cnn+gru+lgbm+logreg+lstm+tcn+cnn_lstm,7,0.554855,0.54321,0.548971,0.5343,880,706,779,740
cnn+lstm+rf+tcn+xgb,5,0.554835,0.527778,0.540968,0.532689,855,686,799,765
cnn+logreg+lstm+xgb+cnn_lstm,5,0.554736,0.55679,0.555761,0.535588,902,724,761,718
cnn+logreg+lstm+tcn+xgb+cnn_lstm,6,0.554736,0.55679,0.555761,0.535588,902,724,761,718
cnn+gru+logreg+lstm+tcn+xgb+cnn_lstm,7,0.554736,0.55679,0.555761,0.535588,902,724,761,718
gru+logreg+tcn+xgb+cnn_lstm,5,0.554429,0.506173,0.529203,0.530113,820,659,826,800
catboost+cnn+logreg+lstm+rf+tcn+cnn_lstm,7,0.554292,0.601852,0.577094,0.539775,975,784,701,645
lgbm+lstm+tcn,3,0.554247,0.551852,0.553047,0.534622,894,719,766,726
cnn+logreg+rf+tcn+xgb,5,0.554087,0.569136,0.56151,0.536232,922,742,743,698
lgbm+logreg+rf+tcn+cnn_lstm,5,0.554079,0.566049,0.56,0.53591,917,738,747,703
logreg+rf+tcn,3,0.553941,0.611728,0.581402,0.540419,991,798,687,629
lgbm+logreg+lstm+tcn+cnn_lstm,5,0.553542,0.622222,0.585876,0.541063,1008,813,672,612
catboost+logreg+lstm+tcn+cnn_lstm,5,0.553533,0.638272,0.59289,0.542673,1034,834,651,586
cnn+lgbm+lstm+tcn+xgb,5,0.553423,0.533951,0.543512,0.532045,865,698,787,755
cnn+logreg+lstm+rf+tcn+xgb+cnn_lstm,7,0.553079,0.582099,0.567218,0.536554,943,762,723,677
catboost+lgbm+logreg+tcn+cnn_lstm,5,0.552901,0.6,0.575488,0.538164,972,786,699,648
cnn+lgbm+logreg+lstm+rf+tcn+cnn_lstm,7,0.552893,0.583951,0.567998,0.536554,946,765,720,674
cnn+lgbm+logreg+xgb+cnn_lstm,5,0.55274,0.498148,0.524026,0.527858,807,653,832,813
cnn+lgbm+logreg+tcn+xgb+cnn_lstm,6,0.55274,0.498148,0.524026,0.527858,807,653,832,813
cnn+gru+lgbm+logreg+tcn+xgb+cnn_lstm,7,0.552668,0.498765,0.524335,0.527858,808,654,831,812
catboost+cnn+logreg+tcn+xgb,5,0.552647,0.599383,0.575067,0.537842,971,786,699,649
catboost+logreg+tcn,3,0.551724,0.622222,0.584856,0.53913,1008,819,666,612
lstm+tcn+xgb,3,0.551724,0.553086,0.552404,0.532367,896,728,757,724
logreg+tcn,2,0.551626,0.596914,0.573377,0.536554,967,786,699,653
catboost+cnn+logreg+lstm+tcn,5,0.551598,0.65,0.59677,0.541707,1053,856,629,567
catboost+cnn+lgbm+logreg+rf+tcn+cnn_lstm,7,0.551305,0.560494,0.555862,0.532689,908,739,746,712
gru+logreg+tcn,3,0.551253,0.597531,0.57346,0.536232,968,788,697,652
catboost+cnn+logreg+lstm+tcn+xgb+cnn_lstm,7,0.551089,0.609259,0.578716,0.537198,987,804,681,633
cnn+logreg+lstm+rf+tcn,5,0.551009,0.623457,0.584999,0.538486,1010,823,662,610
catboost+cnn+lgbm+logreg+lstm+tcn+cnn_lstm,7,0.550443,0.612963,0.580023,0.536876,993,811,674,627
cnn+logreg+lstm,3,0.550286,0.594444,0.571513,0.534944,963,787,698,657
cnn+logreg+lstm+tcn,4,0.550286,0.594444,0.571513,0.534944,963,787,698,657
cnn+gru+logreg+lstm+tcn,5,0.550286,0.594444,0.571513,0.534944,963,787,698,657
lgbm+logreg+tcn+xgb+cnn_lstm,5,0.55009,0.566049,0.557956,0.532045,917,750,735,703
cnn+lgbm+logreg+lstm+tcn+xgb+cnn_lstm,7,0.549799,0.589506,0.56896,0.533977,955,782,703,665
logreg+lstm+tcn+xgb+cnn_lstm,5,0.549009,0.615432,0.580326,0.535588,997,819,666,623
cnn+lgbm+logreg,3,0.548896,0.537037,0.542902,0.52818,870,715,770,750
cnn+lgbm+logreg+tcn,4,0.548896,0.537037,0.542902,0.52818,870,715,770,750
cnn+gru+lgbm+logreg+tcn,5,0.548834,0.537654,0.543187,0.52818,871,716,769,749
catboost+cnn+lgbm+logreg+tcn+xgb+cnn_lstm,7,0.548214,0.568519,0.558182,0.530435,921,759,726,699
logreg+tcn+xgb,3,0.547747,0.630247,0.586108,0.535588,1021,843,642,599
cnn+lgbm+logreg+rf+tcn,5,0.54773,0.580864,0.563811,0.531079,941,777,708,679
cnn+logreg+xgb,3,0.547099,0.541358,0.544213,0.526892,877,726,759,743
cnn+logreg+tcn+xgb,4,0.547099,0.541358,0.544213,0.526892,877,726,759,743
cnn+gru+logreg+tcn+xgb,5,0.5467,0.541975,0.544327,0.52657,878,728,757,742
cnn+lgbm+logreg+lstm+tcn,5,0.545309,0.631481,0.58524,0.533011,1023,853,632,597
catboost+cnn+lgbm+logreg+tcn,5,0.545255,0.61358,0.577403,0.531401,994,829,656,626
cnn+lgbm+logreg+tcn+xgb,5,0.544628,0.591358,0.567032,0.528824,958,801,684,662
cnn+logreg+lstm+tcn+xgb,5,0.544533,0.630247,0.584263,0.532045,1021,854,631,599
lgbm+logreg+tcn,3,0.54309,0.657407,0.594806,0.532689,1065,896,589,555
logreg+lstm+tcn,3,0.542998,0.682099,0.604651,0.534622,1105,930,555,515
cnn+logreg+cnn_lstm,3,0.538166,0.691975,0.605455,0.529469,1121,962,523,499
cnn+logreg+tcn+cnn_lstm,4,0.538166,0.691975,0.605455,0.529469,1121,962,523,499
cnn+gru+logreg+tcn+cnn_lstm,5,0.538166,0.691975,0.605455,0.529469,1121,962,523,499
catboost+cnn+cnn_lstm,3,0.538068,0.65,0.588762,0.526248,1053,904,581,567
catboost+cnn+tcn+cnn_lstm,4,0.538068,0.65,0.588762,0.526248,1053,904,581,567
catboost+cnn+gru+tcn+cnn_lstm,5,0.538068,0.65,0.588762,0.526248,1053,904,581,567
cnn+xgb+cnn_lstm,3,0.536572,0.60679,0.569525,0.521417,983,849,636,637
cnn+tcn+xgb+cnn_lstm,4,0.536572,0.60679,0.569525,0.521417,983,849,636,637
cnn+gru+tcn+xgb+cnn_lstm,5,0.536572,0.60679,0.569525,0.521417,983,849,636,637
cnn+rf+cnn_lstm,3,0.536478,0.603704,0.568109,0.521095,978,845,640,642
cnn+rf+tcn+cnn_lstm,4,0.536478,0.603704,0.568109,0.521095,978,845,640,642
cnn+gru+rf+tcn+cnn_lstm,5,0.536478,0.603704,0.568109,0.521095,978,845,640,642
cnn+rf+tcn+xgb+cnn_lstm,5,0.536346,0.674074,0.597374,0.525926,1092,944,541,528
cnn+lgbm+rf+tcn+cnn_lstm,5,0.53626,0.670988,0.596106,0.525604,1087,940,545,533
catboost+cnn+logreg+tcn+cnn_lstm,5,0.536069,0.766049,0.63075,0.532045,1241,1074,411,379
cnn+logreg+rf+tcn+cnn_lstm,5,0.535968,0.745062,0.62345,0.530435,1207,1045,440,413
cnn+lstm+cnn_lstm,3,0.535306,0.63642,0.5815,0.522061,1031,895,590,589
cnn+lstm+tcn+cnn_lstm,4,0.535306,0.63642,0.5815,0.522061,1031,895,590,589
cnn+gru+lstm+tcn+cnn_lstm,5,0.535306,0.63642,0.5815,0.522061,1031,895,590,589
catboost+cnn+lstm+tcn+cnn_lstm,5,0.534552,0.740123,0.620761,0.52818,1199,1044,441,421
lstm+tcn+cnn_lstm,3,0.534389,0.791358,0.63797,0.531401,1282,1117,368,338
catboost+cnn+tcn+xgb+cnn_lstm,5,0.534355,0.710494,0.609963,0.525926,1151,1003,482,469
catboost+cnn+rf+tcn+cnn_lstm,5,0.534272,0.702469,0.606933,0.525282,1138,992,493,482
cnn+lgbm+cnn_lstm,3,0.534254,0.596914,0.563848,0.518196,967,843,642,653
cnn+lgbm+tcn+cnn_lstm,4,0.534254,0.596914,0.563848,0.518196,967,843,642,653
cnn+gru+lgbm+tcn+cnn_lstm,5,0.534254,0.596914,0.563848,0.518196,967,843,642,653
catboost+cnn+lgbm+tcn+cnn_lstm,5,0.534144,0.704938,0.60777,0.525282,1142,996,489,478
catboost+tcn+cnn_lstm,3,0.533916,0.791975,0.637832,0.530757,1283,1120,365,337
cnn+lgbm+logreg+tcn+cnn_lstm,5,0.533688,0.74321,0.621259,0.527214,1204,1052,433,416
rf+tcn+cnn_lstm,3,0.533686,0.748148,0.622976,0.527536,1212,1059,426,408
cnn+lgbm+tcn+xgb+cnn_lstm,5,0.533562,0.672222,0.594919,0.522383,1089,952,533,531
cnn+lstm+rf+tcn+cnn_lstm,5,0.53324,0.703086,0.606496,0.523994,1139,997,488,481
cnn+lgbm+lstm+tcn+cnn_lstm,5,0.532768,0.697531,0.604117,0.523027,1130,991,494,490
cnn+logreg+tcn+xgb+cnn_lstm,5,0.532456,0.749383,0.622564,0.525926,1214,1066,419,406
cnn+logreg+lstm+tcn+cnn_lstm,5,0.532224,0.769753,0.629321,0.526892,1247,1096,389,373
cnn+lstm+tcn+xgb+cnn_lstm,5,0.532004,0.708025,0.607521,0.522705,1147,1009,476,473
lgbm+tcn+cnn_lstm,3,0.531924,0.730247,0.615505,0.523994,1183,1041,444,437
tcn+cnn_lstm,2,0.530744,0.607407,0.566494,0.514976,984,870,615,636
gru+tcn+cnn_lstm,3,0.530744,0.607407,0.566494,0.514976,984,870,615,636
tcn+xgb+cnn_lstm,3,0.530163,0.74321,0.618864,0.522383,1204,1067,418,416
logreg+tcn+cnn_lstm,3,0.529894,0.837037,0.648959,0.527536,1356,1203,282,264
cnn+cnn_lstm,2,0.528226,0.485185,0.505792,0.505314,786,702,783,834
cnn+gru+cnn_lstm,3,0.528226,0.485185,0.505792,0.505314,786,702,783,834
cnn+gru+tcn+cnn_lstm,4,0.528226,0.485185,0.505792,0.505314,786,702,783,834
catboost+cnn+tcn,3,0.528037,0.837037,0.647564,0.524638,1356,1212,273,264
cnn+lgbm+tcn,3,0.527778,0.797531,0.635202,0.522061,1292,1156,329,328
cnn+rf+tcn,3,0.527005,0.795062,0.633858,0.520773,1288,1156,329,332
cnn+logreg+tcn,3,0.526846,0.872222,0.656904,0.524638,1413,1269,216,207
cnn+tcn+cnn_lstm,3,0.526563,0.832099,0.644976,0.522061,1348,1212,273,272
cnn+lstm+tcn,3,0.525129,0.819136,0.639981,0.519163,1327,1200,285,293
cnn+tcn+xgb,3,0.524729,0.805556,0.6355,0.517874,1305,1182,303,315
cnn+tcn,2,0.524157,0.709877,0.603041,0.512399,1150,1044,441,470
cnn+gru+tcn,3,0.524157,0.709877,0.603041,0.512399,1150,1044,441,470
cnn+gru,2,0.5,0.002469,0.004914,0.478261,4,4,1481,1616
gru+lstm,2,0.5,0.002469,0.004914,0.478261,4,4,1481,1616
gru+tcn,2,0.5,0.002469,0.004914,0.478261,4,4,1481,1616
gru+cnn_lstm,2,0.5,0.002469,0.004914,0.478261,4,4,1481,1616
gru+xgb,2,0.5,0.001235,0.002463,0.478261,2,2,1483,1618
gru+lgbm,2,0.4,0.001235,0.002462,0.477939,2,3,1482,1618
