models,n_models,precision,recall,f1,accuracy,tp,fp,tn,fn
logreg+tcn+xgb,3,0.567046,0.399383,0.468671,0.527536,647,494,991,973
catboost+lstm+xgb+cnn_lstm,4,0.566981,0.370988,0.448507,0.523994,601,459,1026,1019
cnn+gru+logreg+lstm+tcn,5,0.566929,0.311111,0.401754,0.516586,504,385,1100,1116
cnn+gru+lgbm+logreg+tcn+cnn_lstm,6,0.566913,0.332099,0.41884,0.519163,538,411,1074,1082
cnn+lgbm+rf+xgb+cnn_lstm,5,0.566908,0.387037,0.460015,0.525926,627,479,1006,993
cnn+lgbm+logreg+rf+tcn+cnn_lstm,6,0.566856,0.491975,0.526768,0.538808,797,609,876,823
cnn+lgbm+lstm+rf+tcn,5,0.566832,0.424074,0.485169,0.530435,687,525,960,933
cnn+logreg+rf+tcn,4,0.566667,0.49321,0.527393,0.538808,799,611,874,821
cnn+logreg+lstm+rf,4,0.56659,0.454321,0.504282,0.533977,736,563,922,884
catboost+lstm+rf+tcn+cnn_lstm,5,0.566577,0.391358,0.462943,0.526248,634,485,1000,986
cnn+lgbm+rf+tcn+xgb+cnn_lstm,6,0.566577,0.391358,0.462943,0.526248,634,485,1000,986
catboost+cnn+lgbm+logreg+rf+xgb+cnn_lstm,7,0.566498,0.415432,0.479345,0.529147,673,515,970,947
catboost+cnn+logreg+rf+tcn,5,0.566429,0.489506,0.525166,0.538164,793,607,878,827
catboost+cnn+gru+logreg+lstm+tcn,6,0.566426,0.339506,0.424547,0.519807,550,421,1064,1070
catboost+cnn+lstm+tcn+xgb+cnn_lstm,6,0.566314,0.42963,0.488592,0.530757,696,533,952,924
catboost+cnn+lgbm+logreg+lstm+rf+tcn+cnn_lstm,8,0.566238,0.461728,0.508671,0.534622,748,573,912,872
cnn+lstm+xgb+cnn_lstm,4,0.566195,0.419753,0.482099,0.529469,680,521,964,940
catboost+cnn+lstm+rf,4,0.566129,0.433333,0.490909,0.531079,702,538,947,918
catboost+cnn+lstm+tcn+xgb,5,0.566054,0.417901,0.480824,0.529147,677,519,966,943
cnn+gru+logreg+tcn,4,0.565953,0.309877,0.400479,0.515942,502,385,1100,1118
catboost+cnn+lgbm+logreg+rf+tcn+xgb+cnn_lstm,8,0.565943,0.418519,0.481192,0.529147,678,520,965,942
catboost+cnn+lstm+xgb,4,0.565878,0.41358,0.477889,0.528502,670,514,971,950
catboost+cnn+lstm+rf+tcn,5,0.565842,0.437654,0.493561,0.531401,709,544,941,911
catboost+cnn+lgbm+logreg+lstm+xgb+cnn_lstm,7,0.565811,0.435185,0.491975,0.531079,705,541,944,915
catboost+cnn+lgbm+lstm+rf+cnn_lstm,6,0.5656,0.43642,0.492683,0.531079,707,543,942,913
cnn+logreg+lstm+rf+tcn,5,0.56558,0.460494,0.507656,0.533977,746,573,912,874
catboost+cnn+lgbm+rf,4,0.565561,0.441975,0.496188,0.531723,716,550,935,904
catboost+cnn+lgbm+tcn+xgb+cnn_lstm,6,0.565534,0.431481,0.489496,0.530435,699,537,948,921
catboost+lgbm+logreg+xgb+cnn_lstm,5,0.565517,0.404938,0.471942,0.527214,656,504,981,964
cnn+logreg+lstm+rf+cnn_lstm,5,0.565507,0.471605,0.514305,0.535266,764,587,898,856
catboost+cnn+lgbm+xgb+cnn_lstm,5,0.565466,0.426543,0.486277,0.529791,691,531,954,929
catboost+cnn+gru+logreg+lstm,5,0.565353,0.33642,0.421827,0.518841,545,419,1066,1075
catboost+lstm+rf+cnn_lstm,4,0.565336,0.384568,0.457752,0.524638,623,479,1006,997
cnn+lgbm+xgb,3,0.565292,0.406173,0.472701,0.527214,658,506,979,962
cnn+lgbm+tcn+xgb,4,0.565217,0.409259,0.474758,0.527536,663,510,975,957
catboost+cnn+logreg+lstm+rf,5,0.565184,0.454938,0.504104,0.533011,737,567,918,883
logreg+xgb+cnn_lstm,3,0.56518,0.40679,0.47308,0.527214,659,507,978,961
tcn+xgb+cnn_lstm,3,0.565177,0.374691,0.450631,0.523349,607,467,1018,1013
catboost+cnn+lgbm+logreg+lstm+rf+cnn_lstm,7,0.565118,0.458025,0.505967,0.533333,742,571,914,878
cnn+logreg+lstm+xgb+cnn_lstm,5,0.565012,0.442593,0.496366,0.531401,717,552,933,903
catboost+cnn+lgbm+xgb,4,0.564996,0.410494,0.475509,0.527536,665,512,973,955
cnn+lgbm+rf+cnn_lstm,4,0.564955,0.461728,0.508152,0.533655,748,576,909,872
catboost+cnn+lgbm+lstm+rf+tcn+cnn_lstm,7,0.564734,0.438889,0.493922,0.530757,711,548,937,909
cnn+lstm+rf+cnn_lstm,4,0.564679,0.45,0.500859,0.532045,729,562,923,891
catboost+cnn+lgbm+rf+cnn_lstm,5,0.564626,0.461111,0.507645,0.533333,747,576,909,873
cnn+logreg+lstm+rf+tcn+cnn_lstm,6,0.564611,0.474691,0.515761,0.534944,769,593,892,851
cnn+lstm+rf,3,0.564582,0.429012,0.487548,0.529469,695,536,949,925
cnn+lstm+rf+tcn+cnn_lstm,5,0.564516,0.453704,0.50308,0.532367,735,567,918,885
catboost+cnn+lgbm+logreg+lstm+tcn+xgb+cnn_lstm,8,0.56449,0.437654,0.493046,0.530435,709,547,938,911
cnn+logreg+xgb,3,0.564441,0.448765,0.5,0.531723,727,561,924,893
catboost+tcn+xgb+cnn_lstm,4,0.564356,0.387037,0.459172,0.524316,627,484,1001,993
catboost+cnn+lgbm+tcn+xgb,5,0.56434,0.414198,0.47775,0.527536,671,518,967,949
catboost+cnn+lgbm+logreg+xgb,5,0.564184,0.439506,0.494101,0.530435,712,550,935,908
catboost+cnn+lstm+rf+cnn_lstm,5,0.564103,0.448148,0.499484,0.531401,726,561,924,894
catboost+cnn+xgb,3,0.564103,0.420988,0.482149,0.52818,682,527,958,938
catboost+lgbm+logreg+tcn+xgb+cnn_lstm,6,0.564103,0.407407,0.473118,0.52657,660,510,975,960
catboost+xgb+cnn_lstm,3,0.564103,0.380247,0.454277,0.523349,616,476,1009,1004
catboost+xgb,2,0.564103,0.366667,0.444444,0.521739,594,459,1026,1026
lgbm+lstm+tcn+cnn_lstm,4,0.564081,0.412963,0.476835,0.527214,669,517,968,951
catboost+cnn+lgbm+rf+tcn,5,0.564063,0.445679,0.497931,0.531079,722,558,927,898
cnn+lgbm+rf+tcn+cnn_lstm,5,0.563988,0.467901,0.511471,0.533655,758,586,899,862
catboost+cnn+lgbm+rf+tcn+cnn_lstm,6,0.563949,0.465432,0.509976,0.533333,754,583,902,866
catboost+tcn+xgb,3,0.56379,0.370988,0.447506,0.522061,601,465,1020,1019
catboost+cnn+lstm+rf+tcn+cnn_lstm,6,0.563748,0.453086,0.502396,0.531723,734,568,917,886
catboost+cnn+logreg+lstm+xgb+cnn_lstm,6,0.563737,0.439506,0.49393,0.530113,712,551,934,908
catboost+cnn+logreg+lstm+rf+tcn,6,0.563636,0.459259,0.506122,0.532367,744,576,909,876
catboost+cnn+logreg+lstm+tcn+xgb+cnn_lstm,7,0.563579,0.44321,0.496199,0.530435,718,556,929,902
logreg+tcn+xgb+cnn_lstm,4,0.563559,0.410494,0.475,0.52657,665,515,970,955
catboost+cnn+rf+tcn,4,0.563528,0.465432,0.509804,0.533011,754,584,901,866
catboost+logreg+lstm,3,0.563504,0.476543,0.516388,0.5343,772,598,887,848
cnn+gru+lstm,3,0.563338,0.233333,0.329987,0.505636,378,293,1192,1242
cnn+logreg+lstm+tcn+xgb+cnn_lstm,6,0.563038,0.443827,0.496376,0.530113,719,558,927,901
catboost+cnn+lgbm+logreg+tcn+xgb,6,0.562794,0.442593,0.495508,0.529791,717,557,928,903
catboost+tcn,2,0.56275,0.52037,0.540731,0.538808,843,655,830,777
catboost+cnn+lgbm+logreg+rf+cnn_lstm,6,0.56268,0.482099,0.519282,0.5343,781,607,878,839
cnn+logreg+tcn+xgb,4,0.562548,0.452469,0.50154,0.530757,733,570,915,887
cnn+lstm+tcn+xgb+cnn_lstm,5,0.562397,0.42284,0.482734,0.527214,685,533,952,935
cnn+lgbm+rf,3,0.562349,0.431481,0.488299,0.52818,699,544,941,921
cnn+lgbm+xgb+cnn_lstm,4,0.562292,0.417901,0.479462,0.52657,677,527,958,943
cnn+lgbm+rf+tcn,4,0.562252,0.437654,0.49219,0.528824,709,552,933,911
cnn+gru+lstm+tcn,4,0.562225,0.237037,0.333478,0.505636,384,299,1186,1236
tcn+xgb,2,0.562194,0.354321,0.434684,0.519163,574,447,1038,1046
cnn+logreg+xgb+cnn_lstm,4,0.562082,0.466667,0.509949,0.532045,756,589,896,864
catboost+lstm,2,0.562055,0.438889,0.492894,0.528824,711,554,931,909
catboost+lgbm+lstm+cnn_lstm,4,0.561881,0.42037,0.480932,0.52657,681,531,954,939
catboost+cnn+lgbm+logreg+xgb+cnn_lstm,6,0.561875,0.451235,0.500514,0.530113,731,570,915,889
catboost+cnn+lgbm+logreg+rf+tcn+cnn_lstm,7,0.56183,0.485185,0.520702,0.533977,786,613,872,834
catboost+logreg+tcn+xgb,4,0.56175,0.404321,0.470208,0.524638,655,511,974,965
catboost+logreg+lstm+cnn_lstm,4,0.561702,0.488889,0.522772,0.5343,792,618,867,828
cnn+lgbm+logreg+tcn+xgb,5,0.561557,0.43642,0.491143,0.52818,707,552,933,913
catboost+logreg+lstm+tcn,4,0.561467,0.482099,0.518765,0.533333,781,610,875,839
catboost+logreg+lstm+tcn+cnn_lstm,5,0.561453,0.496296,0.526868,0.534944,804,628,857,816
catboost+cnn+gru,3,0.561429,0.242593,0.338793,0.505958,393,307,1178,1227
cnn+rf+tcn,3,0.561352,0.471605,0.51258,0.532045,764,597,888,856
catboost+cnn+gru+lstm+tcn+cnn_lstm,6,0.561321,0.293827,0.385737,0.511755,476,372,1113,1144
catboost+cnn+logreg+tcn+xgb,5,0.561295,0.449383,0.499143,0.529469,728,569,916,892
cnn+logreg+rf+tcn+cnn_lstm,5,0.561252,0.52037,0.540038,0.53752,843,659,826,777
catboost+cnn+logreg+rf+cnn_lstm,5,0.561141,0.509877,0.534282,0.536232,826,646,839,794
catboost+logreg,2,0.561111,0.561111,0.561111,0.542029,909,711,774,711
cnn+logreg+rf+cnn_lstm,4,0.561074,0.516049,0.537621,0.536876,836,654,831,784
cnn+lgbm+tcn+xgb+cnn_lstm,5,0.561016,0.42284,0.482225,0.526248,685,536,949,935
catboost+cnn+logreg+rf+tcn+cnn_lstm,6,0.560992,0.516667,0.537918,0.536876,837,655,830,783
catboost+lgbm+logreg,3,0.560958,0.491358,0.523857,0.533977,796,623,862,824
catboost+cnn+lgbm+logreg+tcn+xgb+cnn_lstm,7,0.560883,0.454938,0.502386,0.529791,737,577,908,883
catboost+cnn+tcn+xgb,4,0.560877,0.426543,0.484572,0.52657,691,541,944,929
cnn+rf,2,0.560866,0.46358,0.507604,0.530757,751,588,897,869
catboost+logreg+xgb,3,0.560724,0.401852,0.468177,0.523671,651,510,975,969
catboost+lgbm+lstm+tcn+cnn_lstm,5,0.56068,0.427778,0.485294,0.52657,693,543,942,927
logreg+lstm+tcn+cnn_lstm,4,0.560492,0.506173,0.531949,0.535266,820,643,842,800
lstm+tcn+cnn_lstm,3,0.560278,0.447531,0.497598,0.528502,725,569,916,895
logreg+lstm,2,0.560258,0.482099,0.518248,0.532367,781,613,872,839
lstm+tcn,2,0.560228,0.485185,0.520013,0.532689,786,617,868,834
catboost+cnn+gru+lstm+cnn_lstm,5,0.560146,0.284568,0.377405,0.510145,461,362,1123,1159
cnn+lgbm+logreg+xgb,4,0.56,0.432099,0.487805,0.52657,700,550,935,920
lgbm+tcn,2,0.56,0.380247,0.452941,0.520773,616,484,1001,1004
catboost+cnn+logreg+xgb,4,0.559969,0.443827,0.495179,0.527858,719,565,920,901
lstm+cnn_lstm,2,0.559809,0.433333,0.488518,0.52657,702,552,933,918
catboost+cnn+logreg+tcn+xgb+cnn_lstm,6,0.559735,0.468519,0.510081,0.530435,759,597,888,861
cnn+lgbm+logreg+xgb+cnn_lstm,5,0.559661,0.448765,0.498116,0.52818,727,572,913,893
catboost+cnn+logreg+xgb+cnn_lstm,5,0.559613,0.46358,0.50709,0.529791,751,591,894,869
catboost+lstm+tcn,3,0.559542,0.452469,0.500341,0.528502,733,577,908,887
catboost+lstm+cnn_lstm,3,0.559231,0.448765,0.497945,0.527858,727,573,912,893
catboost+lgbm+logreg+tcn,4,0.55917,0.498765,0.527243,0.533333,808,637,848,812
catboost+lstm+tcn+cnn_lstm,4,0.559156,0.458025,0.503563,0.528824,742,585,900,878
catboost+lgbm+logreg+tcn+cnn_lstm,5,0.558689,0.525926,0.541812,0.53591,852,673,812,768
catboost+lgbm+cnn_lstm,3,0.558672,0.467284,0.508908,0.529469,757,598,887,863
cnn+tcn+xgb,3,0.558655,0.42037,0.479746,0.524316,681,538,947,939
catboost+cnn+tcn+xgb+cnn_lstm,5,0.558573,0.444444,0.495015,0.526892,720,569,916,900
cnn+tcn+xgb+cnn_lstm,4,0.558502,0.441975,0.493453,0.52657,716,566,919,904
catboost+lgbm+logreg+cnn_lstm,4,0.558372,0.516667,0.53671,0.534622,837,662,823,783
cnn+xgb+cnn_lstm,3,0.55836,0.437037,0.490305,0.525926,708,560,925,912
catboost+cnn+gru+tcn,4,0.558172,0.248765,0.34415,0.505314,403,319,1166,1217
catboost+cnn+lgbm+logreg+lstm+cnn_lstm,6,0.557985,0.519753,0.538191,0.534622,842,667,818,778
catboost+cnn+lgbm+logreg+lstm,5,0.557782,0.515432,0.535772,0.533977,835,662,823,785
cnn+xgb,2,0.557676,0.414815,0.475752,0.523027,672,533,952,948
catboost+cnn+xgb+cnn_lstm,4,0.557557,0.439506,0.491543,0.525604,712,565,920,908
cnn+lgbm+logreg+lstm,4,0.557464,0.520988,0.538609,0.5343,844,670,815,776
catboost+logreg+tcn,3,0.557437,0.569136,0.563225,0.539452,922,732,753,698
lgbm+logreg,2,0.557423,0.491358,0.52231,0.531079,796,632,853,824
catboost+cnn+lgbm+logreg+lstm+tcn+cnn_lstm,7,0.557312,0.522222,0.539197,0.5343,846,672,813,774
cnn+gru+lgbm,3,0.557265,0.201235,0.295692,0.499839,326,259,1226,1294
catboost+cnn+logreg+lstm+tcn+cnn_lstm,6,0.556985,0.561111,0.559041,0.538164,909,723,762,711
cnn+lgbm+logreg+tcn+xgb+cnn_lstm,6,0.556914,0.45,0.497781,0.526248,729,580,905,891
catboost+cnn+lgbm+lstm,4,0.556882,0.489506,0.521025,0.530435,793,631,854,827
cnn+logreg+tcn+xgb+cnn_lstm,5,0.55686,0.468519,0.508884,0.52818,759,604,881,861
cnn+rf+cnn_lstm,3,0.556857,0.498765,0.526213,0.531401,808,643,842,812
logreg+lstm+tcn,3,0.55681,0.487037,0.519592,0.530113,789,628,857,831
cnn+rf+tcn+cnn_lstm,4,0.556764,0.505556,0.529926,0.532045,819,652,833,801
catboost+cnn+gru+logreg+cnn_lstm,5,0.556691,0.369753,0.444362,0.517552,599,477,1008,1021
logreg+lstm+cnn_lstm,3,0.55648,0.495679,0.524323,0.530757,803,640,845,817
cnn+gru+lstm+cnn_lstm,4,0.556452,0.255556,0.350254,0.505314,414,330,1155,1206
catboost+cnn+logreg+lstm+cnn_lstm,5,0.556382,0.554321,0.555349,0.536876,898,716,769,722
catboost+cnn+logreg+lstm,4,0.556316,0.551852,0.554075,0.536554,894,713,772,726
catboost+cnn+logreg+lstm+tcn,5,0.556104,0.55679,0.556447,0.536876,902,720,765,718
catboost+cnn+rf+tcn+cnn_lstm,5,0.555707,0.501852,0.527408,0.530757,813,650,835,807
catboost+cnn+lgbm+logreg+lstm+tcn,6,0.555703,0.517284,0.535806,0.532367,838,670,815,782
cnn+lgbm+logreg+lstm+tcn,5,0.555628,0.52716,0.54102,0.533333,854,683,802,766
catboost+cnn+gru+logreg+tcn+cnn_lstm,6,0.555556,0.373457,0.446659,0.51723,605,484,1001,1015
lgbm+logreg+tcn,3,0.555252,0.502469,0.527544,0.530435,814,652,833,806
catboost+lgbm+tcn+cnn_lstm,4,0.555237,0.477778,0.513603,0.527858,774,620,865,846
catboost+logreg+tcn+cnn_lstm,4,0.554728,0.597531,0.575334,0.539775,968,777,708,652
lgbm+logreg+cnn_lstm,3,0.554682,0.52284,0.53829,0.532045,847,680,805,773
lgbm+logreg+tcn+cnn_lstm,4,0.554487,0.533951,0.544025,0.533011,865,695,790,755
cnn+logreg+lstm,3,0.554407,0.562963,0.558652,0.53591,912,733,752,708
catboost+cnn+rf+cnn_lstm,4,0.554393,0.490741,0.520629,0.528502,795,639,846,825
cnn+gru+lstm+tcn+cnn_lstm,5,0.554391,0.261111,0.355015,0.504992,423,340,1145,1197
catboost+logreg+cnn_lstm,3,0.554386,0.585185,0.569369,0.538164,948,762,723,672
cnn+gru+lgbm+tcn,4,0.554276,0.208025,0.302513,0.499517,337,271,1214,1283
catboost+cnn+lgbm+lstm+tcn,5,0.554258,0.498148,0.524707,0.529147,807,649,836,813
cnn+logreg+lstm+tcn,4,0.553679,0.566667,0.560098,0.535588,918,740,745,702
cnn+lgbm+lstm,3,0.553116,0.482099,0.515172,0.52657,781,631,854,839
catboost+cnn+lgbm+lstm+cnn_lstm,5,0.552941,0.49321,0.52137,0.527536,799,646,839,821
cnn+lgbm+logreg+lstm+cnn_lstm,5,0.552649,0.521605,0.536678,0.530113,845,684,801,775
cnn+logreg+lstm+cnn_lstm,4,0.552121,0.562346,0.557187,0.533655,911,739,746,709
catboost+cnn+lgbm+lstm+tcn+cnn_lstm,6,0.551913,0.498765,0.523995,0.527214,808,656,829,812
cnn+lgbm+logreg+lstm+tcn+cnn_lstm,6,0.551257,0.527778,0.539262,0.529469,855,696,789,765
cnn+logreg+lstm+tcn+cnn_lstm,5,0.551106,0.569136,0.559976,0.533333,922,751,734,698
gru+lgbm+tcn+cnn_lstm,4,0.55102,0.083333,0.144772,0.486312,135,110,1375,1485
cnn+lgbm+lstm+cnn_lstm,4,0.550992,0.480247,0.513193,0.524638,778,634,851,842
cnn+lgbm+lstm+tcn,4,0.550836,0.488272,0.51767,0.525282,791,645,840,829
cnn+gru+logreg+tcn+cnn_lstm,5,0.550627,0.352469,0.429808,0.512077,571,466,1019,1049
gru+lgbm+cnn_lstm,3,0.549356,0.079012,0.138154,0.485668,128,105,1380,1492
logreg+tcn,2,0.549311,0.615432,0.580495,0.53591,997,818,667,623
cnn+lgbm+lstm+tcn+cnn_lstm,5,0.549197,0.485802,0.515558,0.523671,787,646,839,833
cnn+gru+logreg+cnn_lstm,4,0.548865,0.34321,0.422332,0.510145,556,457,1028,1064
lgbm+tcn+cnn_lstm,3,0.547518,0.476543,0.509571,0.521417,772,638,847,848
lgbm+cnn_lstm,2,0.546392,0.458025,0.498321,0.518841,742,616,869,878
catboost+cnn+lgbm+logreg+tcn,5,0.546275,0.597531,0.570755,0.531079,968,804,681,652
cnn+lstm,2,0.546213,0.525309,0.535557,0.524638,851,707,778,769
catboost+cnn+lgbm+logreg,4,0.546185,0.587654,0.566161,0.530113,952,791,694,668
catboost+cnn+lstm+cnn_lstm,4,0.54609,0.530247,0.538052,0.52496,859,714,771,761
catboost+cnn+lstm,3,0.54557,0.528395,0.536845,0.524316,856,713,772,764
catboost+cnn+lstm+tcn+cnn_lstm,5,0.545569,0.535802,0.540642,0.52496,868,723,762,752
catboost+cnn+gru+cnn_lstm,4,0.545249,0.297531,0.384984,0.504026,482,402,1083,1138
catboost+cnn+lgbm+logreg+cnn_lstm,5,0.544183,0.600617,0.571009,0.529147,973,815,670,647
catboost+cnn+lstm+tcn,4,0.544081,0.533333,0.538653,0.523349,864,724,761,756
catboost+cnn+lgbm+logreg+tcn+cnn_lstm,6,0.544044,0.606173,0.573431,0.529469,982,823,662,638
cnn+gru+lgbm+cnn_lstm,4,0.543883,0.252469,0.344857,0.499517,409,343,1142,1211
logreg+cnn_lstm,2,0.543803,0.628395,0.583047,0.531079,1018,854,631,602
cnn+lstm+tcn+cnn_lstm,4,0.543714,0.525926,0.534672,0.522383,852,715,770,768
cnn+lstm+cnn_lstm,3,0.543394,0.517901,0.530341,0.521417,839,705,780,781
cnn+lgbm+logreg+cnn_lstm,4,0.542071,0.62037,0.578584,0.528502,1005,849,636,615
catboost+cnn+logreg+tcn+cnn_lstm,5,0.542025,0.700617,0.611201,0.534944,1135,959,526,485
cnn+lstm+tcn,3,0.541903,0.530864,0.536327,0.521095,860,727,758,760
catboost+cnn+logreg+cnn_lstm,4,0.541767,0.692593,0.607965,0.533977,1122,949,536,498
logreg+tcn+cnn_lstm,3,0.541537,0.643827,0.588268,0.529791,1043,883,602,577
catboost+cnn+lgbm+tcn,4,0.541524,0.587654,0.563647,0.525282,952,806,679,668
catboost+cnn+logreg,3,0.541483,0.680864,0.603227,0.532689,1103,934,551,517
cnn+logreg,2,0.541401,0.734568,0.623363,0.536876,1190,1008,477,430
cnn+logreg+tcn,3,0.541071,0.748148,0.627979,0.53752,1212,1028,457,408
catboost+cnn+logreg+tcn,4,0.540881,0.690123,0.606455,0.532689,1118,949,536,502
cnn+gru,2,0.540752,0.212963,0.30558,0.495008,345,293,1192,1275
cnn+lgbm+logreg+tcn+cnn_lstm,5,0.54034,0.628395,0.58105,0.527214,1018,866,619,602
cnn+logreg+cnn_lstm,3,0.540319,0.732099,0.621756,0.535266,1186,1009,476,434
catboost+cnn+gru+tcn+cnn_lstm,5,0.540305,0.306173,0.390859,0.502093,496,422,1063,1124
catboost+cnn+lgbm,3,0.540243,0.575926,0.557514,0.523027,933,794,691,687
catboost+cnn_lstm,2,0.539638,0.588272,0.562906,0.523349,953,813,672,667
cnn+lgbm+logreg,3,0.539387,0.608642,0.571926,0.524638,986,842,643,634
cnn+logreg+tcn+cnn_lstm,4,0.539189,0.738889,0.623437,0.5343,1197,1023,462,423
cnn+gru+lgbm+tcn+cnn_lstm,5,0.53886,0.25679,0.347826,0.497585,416,356,1129,1204
cnn+lgbm+logreg+tcn,4,0.536193,0.617284,0.573888,0.521739,1000,865,620,620
cnn+lgbm+tcn+cnn_lstm,4,0.536193,0.617284,0.573888,0.521739,1000,865,620,620
cnn+gru+tcn,3,0.536145,0.219753,0.311734,0.49372,356,308,1177,1264
cnn+lgbm+cnn_lstm,3,0.536026,0.606173,0.568946,0.520773,982,850,635,638
catboost+tcn+cnn_lstm,3,0.535442,0.606173,0.568616,0.520129,982,852,633,638
catboost+cnn+cnn_lstm,3,0.53387,0.695679,0.604128,0.524316,1127,984,501,493
cnn+gru+tcn+cnn_lstm,4,0.533019,0.279012,0.366288,0.496296,452,396,1089,1168
tcn+cnn_lstm,2,0.532048,0.630247,0.576999,0.517874,1021,898,587,599
catboost+cnn+tcn+cnn_lstm,4,0.531498,0.703086,0.605368,0.521739,1139,1004,481,481
catboost+cnn+tcn,3,0.531122,0.721605,0.611882,0.522383,1169,1032,453,451
catboost+cnn+lgbm+tcn+cnn_lstm,5,0.531095,0.595679,0.561536,0.514654,965,852,633,655
cnn+gru+cnn_lstm,3,0.530686,0.272222,0.359853,0.494686,441,390,1095,1179
catboost+cnn,2,0.530631,0.711111,0.607755,0.521095,1152,1019,466,468
cnn+lgbm,2,0.530556,0.589506,0.55848,0.513688,955,845,640,665
catboost+cnn+lgbm+cnn_lstm,4,0.530498,0.585185,0.556501,0.513366,948,839,646,672
cnn+lgbm+tcn,3,0.530468,0.601852,0.56391,0.514332,975,863,622,645
cnn+tcn+cnn_lstm,3,0.528982,0.715432,0.608239,0.519163,1159,1032,453,461
cnn+cnn_lstm,2,0.528837,0.701852,0.603183,0.518196,1137,1013,472,483
gru+cnn_lstm,2,0.526946,0.054321,0.098489,0.481159,88,79,1406,1532
cnn+tcn,2,0.524147,0.730247,0.610266,0.513366,1183,1074,411,437
gru+tcn+cnn_lstm,3,0.516667,0.057407,0.103333,0.480193,93,87,1398,1527
